,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KAR1,447.0468903,0.233796136,0.143979765,1.623812461,0.10441584,0.235875859
SWT21,244.5382276,0.243676396,0.145680187,1.672680423,0.094390225,0.226262946
UBP10,1524.242284,0.176304411,0.127367066,1.384222912,0.16629021,0.292702192
MRPL19,390.7038503,0.193762916,0.148071613,1.308575712,0.190678113,0.313462059
YNL184C,1.29098057,2.403204058,1.621288473,1.482280358,0.138265712,
NPR1,1266.719206,0.188294245,0.147099274,1.280048771,0.200527984,0.321388843
IPI3,877.5972278,0.135508373,0.15352526,0.882645456,0.377427861,0.477163111
PBR1,540.6395432,0.372391786,0.159678884,2.332129194,0.019693896,0.115392674
RHO5,1049.022731,-0.207164442,0.12508139,-1.656237123,0.097673808,0.230695094
YNL179C,120.846566,-0.31493064,0.195495494,-1.610935543,0.107193772,0.23963522
RPS3,4330.443935,-0.132491974,0.159505994,-0.830639471,0.40617733,0.502105608
MRPL22,955.9089706,0.115854253,0.138507082,0.836450028,0.402901778,0.499122276
TDA7,1497.430904,0.069436183,0.139143041,0.499027354,0.617760114,0.685492294
NOP13,757.1922882,0.299902022,0.156341142,1.91825401,0.055078811,0.181578152
YNL174W,2.796244159,-1.6369328,1.044223381,-1.56760788,0.116972672,
MDG1,595.988833,0.266245055,0.146232921,1.820691629,0.068653745,0.197043397
APC1,826.2652631,0.173129614,0.1407874,1.229723787,0.218800556,0.337589664
YNL171C,2.599975724,0.717232454,1.03339736,0.694052919,0.487649023,
YNL170W,15.45336993,0.459929988,0.446584494,1.029883469,0.303064712,0.411165132
PSD1,1005.634596,-0.159034779,0.150369253,-1.057628313,0.290224929,0.400885735
FMP41,375.9264094,0.227189202,0.152288284,1.491836378,0.135742045,0.265207795
SKO1,769.0982061,0.259440349,0.157064012,1.651812825,0.098572713,0.231070918
BNI5,711.5402741,0.096537117,0.136566254,0.706888515,0.479635762,0.564316298
YNL165W,248.2185575,0.241419308,0.144825194,1.666970374,0.095520296,0.227464827
IBD2,367.0217552,0.237319335,0.146052621,1.624889262,0.104186157,0.235806156
RIA1,1028.718367,0.28269501,0.150393217,1.879705855,0.060148177,0.186901663
YNL162W-A,44.98597491,0.086713241,0.253233445,0.342424124,0.732031737,0.783817853
RPL42A,1119.082666,-0.034093316,0.158773267,-0.214729576,0.829978162,0.862423564
CBK1,759.4202925,0.302318103,0.145701774,2.074910235,0.037994855,0.156996585
YGP1,1809.911032,-0.617718969,0.136377908,-4.529465065,5.91e-06,0.000273858
ASI2,388.4819898,0.220931655,0.133770583,1.651571292,0.098621976,0.231070918
PGA1,258.6424181,0.176956781,0.157150161,1.126036267,0.260150169,0.37397798
IGO1,558.4360058,0.12321445,0.14290979,0.862183413,0.388586596,0.487121655
NSG2,1200.660075,0.101847824,0.134189129,0.75898715,0.447860244,0.538567294
CUZ1,840.5204832,0.183459266,0.148055423,1.23912561,0.215298984,0.334728853
YCK2,1960.145204,0.177937218,0.14109458,1.261120156,0.20726556,0.327360098
GIM3,572.883134,0.245818248,0.156826491,1.567453603,0.117008703,0.248573718
INN1,600.746185,0.100614236,0.141541056,0.710848415,0.477178175,0.562603759
RPC31,452.3997891,0.121650241,0.152776624,0.796262137,0.425879688,0.518743768
YNL150W,2.332764833,0.292084872,1.155013953,0.252884281,0.800357637,
PGA2,558.118189,0.143604144,0.165057073,0.870027202,0.384285539,0.482754312
ALF1,152.9907089,0.509502817,0.174808591,2.914632593,0.003561075,0.04609076
LSM7,338.4928196,0.229341575,0.170677422,1.343713607,0.179041015,0.303149587
YNL146C-A,42.93802474,0.195802913,0.269770861,0.725811944,0.467954064,0.55443841
YNL146W,41.95196674,0.549151301,0.258074102,2.127882247,0.033346848,0.148381939
MFA2,1945.351182,-0.594941627,0.151200093,-3.934796698,8.33e-05,0.002786321
YNL144C,190.6191725,0.538196699,0.176547953,3.048444847,0.002300291,0.034057255
YNL144W-A,1.794886325,-1.039056329,1.309610325,-0.793408779,0.427539698,
YNL143C,39.70998747,0.282111405,0.279076449,1.010875,0.312076261,0.419166931
MEP2,377.4559829,-0.132839631,0.165310551,-0.803576241,0.421641749,0.515716054
AAH1,522.3068068,-0.243110092,0.169581824,-1.433585777,0.151690505,0.281183583
YNL140C,1.108817497,0.167607762,1.646050919,0.101824166,0.918896244,
THO2,1341.29761,0.174852687,0.143683711,1.216927695,0.223631727,0.342216249
YSF3,72.77566086,0.177989596,0.214952714,0.828040702,0.40764745,0.503492871
SRV2,952.6684299,0.16425291,0.143149189,1.147424662,0.251206153,0.365752621
NAM9,1372.471835,0.247243434,0.138937191,1.779533851,0.07515228,0.206048375
EAF7,526.1266197,0.377589349,0.1677883,2.250391405,0.02442411,0.127229944
FPR1,666.2021566,0.329163424,0.172600622,1.907081332,0.056510056,0.182655899
YNL134C,12831.44373,-0.882657331,0.14186244,-6.221924088,4.91e-10,4.74e-08
FYV6,186.1647597,0.477757875,0.165232199,2.891433244,0.003834891,0.047985927
KRE33,1308.005183,0.231639028,0.161472695,1.434539923,0.151418245,0.280858769
TOM22,987.8495733,0.121035356,0.151657936,0.798081254,0.424823339,0.517749378
CPT1,712.8734619,0.049971073,0.150380991,0.332296474,0.739665402,0.789862115
DGR1,2.951058168,0.597249379,0.987174538,0.605008897,0.545173085,
NRK1,347.7815627,0.37749134,0.191329666,1.972989074,0.048496807,0.173515462
TEP1,70.84597659,0.799017152,0.223479374,3.575350769,0.000349759,0.008765163
FAR11,683.2162596,0.297158084,0.142758744,2.081540338,0.037384476,0.156259012
SPC98,352.3350978,0.032133937,0.156220159,0.205696483,0.837028006,0.868223459
ESBP6,762.3846777,0.456181252,0.143750936,3.173414129,0.001506575,0.025805064
NMA111,2031.251206,0.268228888,0.131446849,2.040588201,0.041291776,0.162558108
YNL122C,286.2796877,0.158249904,0.159305317,0.993374904,0.320527287,0.425776151
TOM70,1854.12382,0.147061293,0.137934385,1.06616848,0.286347488,0.39718342
YNL120C,0.919194928,0.215799621,2.001766128,0.107804612,0.914150684,
NCS2,544.2975206,0.105891308,0.142221951,0.744549677,0.456543999,0.545016302
DCP2,1408.945304,0.141339256,0.113163069,1.248987482,0.211669652,0.331537697
MLS1,21.98133248,0.198737988,0.335018496,0.593214971,0.553037295,0.628861304
DMA2,479.9779985,0.384006911,0.130891981,2.933769581,0.003348727,0.0444628
YNL115C,473.5473066,0.375568952,0.148447975,2.529970202,0.011407221,0.086209406
YNL114C,13.31009136,-0.332130802,0.508428607,-0.653249636,0.513595356,0.59380937
RPC19,730.0769083,0.09592193,0.149015889,0.643702697,0.519768241,0.599868091
DBP2,1899.121436,-0.247839811,0.152417344,-1.626060429,0.103936801,0.235806156
CYB5,1916.236676,-0.201223771,0.140861878,-1.428518308,0.153142729,0.282698743
NOP15,974.7110465,0.161874446,0.145457069,1.112867505,0.265765338,0.379130624
YNL109W,10.96071612,-0.661492513,0.489168283,-1.352280055,0.176285742,0.301945989
YNL108C,492.4919689,0.338902789,0.164518328,2.059969808,0.039401427,0.159678475
YAF9,359.7286086,0.233065193,0.152751966,1.525775408,0.127065807,0.256653745
INP52,608.9066746,0.275668968,0.123806036,2.226619778,0.025972696,0.130630701
RRT16,0.204419523,-0.745990734,3.979464642,-0.187460073,0.851299926,
LEU4,2928.296381,0.032401442,0.143176844,0.226303645,0.820965263,0.856164279
YNL103W-A,0.717627598,-0.157696743,1.641795306,-0.096051403,0.923479747,
MET4,921.2057796,0.207939579,0.13221443,1.572744962,0.115777884,0.247592525
POL1,1050.670907,0.301071886,0.141737997,2.124143794,0.033658121,0.149238178
AVT4,1128.276133,0.194014312,0.138591637,1.399899131,0.161543526,0.289661299
MIC27,719.68503,0.232664623,0.135163898,1.721351831,0.085186999,0.217437187
OCA1,502.9775509,0.170184871,0.136774751,1.244271108,0.213399801,0.33316382
RAS2,1190.981736,0.190833556,0.133758941,1.426697571,0.153667086,0.283215142
YNL097C-B,28.52995081,0.147968206,0.309120936,0.478674167,0.632170447,0.697604787
PHO23,382.5307534,0.404860978,0.158276476,2.557935256,0.010529569,0.083500928
YNL097W-A,14.63306464,0.153195487,0.498879295,0.307079265,0.75878304,0.804209999
RPS7B,1714.474989,0.048021301,0.140274175,0.34233886,0.732095895,0.783817853
YNL095C,253.5101291,0.319791293,0.161053931,1.985616187,0.047075958,0.171414634
APP1,734.1843665,0.262942839,0.136120623,1.931689939,0.053397787,0.179487332
YPT53,20.964203,0.44266612,0.333284924,1.328191249,0.184114934,0.30741145
YNL092W,103.422593,0.628243347,0.196254612,3.201164756,0.001368732,0.024380284
NST1,1546.465378,0.167253257,0.139342167,1.200306135,0.230020468,0.347219945
RHO2,394.6695644,0.168410819,0.149189713,1.128836669,0.258966741,0.373017781
YNL089C,0.63862426,0.345379581,2.064363406,0.167305611,0.867129589,
TOP2,933.4264886,0.2304025,0.163577973,1.408517878,0.158977777,0.288851681
TCB2,2130.67299,-0.009156539,0.134772436,-0.067940743,0.945832806,0.959056929
SNN1,114.3470225,0.306372352,0.202674331,1.511648523,0.130623301,0.260472881
MKT1,1543.366959,0.210529313,0.146824075,1.433888235,0.15160416,0.281113543
END3,800.1232751,0.177267489,0.138938898,1.275866524,0.202002706,0.32253564
SAL1,557.4445956,0.23048645,0.129837837,1.775187072,0.075867004,0.206249612
PMS1,542.5857326,0.248077979,0.140810426,1.761787015,0.07810529,0.209329408
SWS2,597.7223864,0.078710594,0.140689409,0.559463536,0.57584541,0.649945229
EOS1,635.3324114,0.183658881,0.132611236,1.384942079,0.166070179,0.292657615
TPM1,1298.881966,0.112777708,0.158135509,0.713171312,0.475739756,0.561479602
NIS1,871.9386348,-0.103016183,0.124534079,-0.827212789,0.408116464,0.503703109
APJ1,811.3622241,0.533309842,0.135909656,3.92400259,8.71e-05,0.002897488
MKS1,640.9605041,0.215510645,0.146581776,1.470241734,0.141496295,0.271682273
IMP4,864.2477879,0.111569811,0.156862425,0.711258998,0.476923755,0.56249886
MLF3,808.7041066,0.263665558,0.133041397,1.981830944,0.047498165,0.171806358
MSK1,733.359613,0.225992173,0.142511325,1.585783959,0.112788326,0.245380209
RNH201,268.0858075,0.300932144,0.171651113,1.753161625,0.079574268,0.210810377
LAT1,1174.636714,0.211415387,0.150312185,1.406508643,0.15957314,0.289143439
TOM7,466.4266703,0.071660012,0.164654264,0.435215039,0.663406347,0.724478276
RPL16B,3178.307711,-0.021325614,0.149175015,-0.142957007,0.886324136,0.910112098
FKH2,570.3051956,0.239939701,0.169163093,1.418392735,0.156076136,0.285971189
YNL067W-A,1.027431909,-0.506340022,1.504861925,-0.336469422,0.736516907,
YNL067W-B,0.744631151,3.130165076,1.962858743,1.594697065,0.110779995,
RPL9B,1719.467427,-0.095071605,0.148111303,-0.641892972,0.520942678,0.60110368
SUN4,2879.298924,-0.078104599,0.131041546,-0.596029286,0.551155663,0.627337816
AQR1,1680.088596,-0.508928137,0.130860911,-3.889076841,0.000100626,0.003218372
YDJ1,5417.428303,-0.101334063,0.13809781,-0.733784722,0.463079954,0.550398031
MTQ1,394.8930569,0.214735218,0.168417117,1.275020153,0.202302109,0.32253564
GCD10,758.132932,0.19312149,0.156787004,1.231744246,0.218044636,0.337052176
NOP2,1585.197183,0.170809602,0.145180382,1.176533628,0.239381703,0.355693192
ARP5,1156.765147,0.160408479,0.132822603,1.207689625,0.22716667,0.344709791
YNL058C,742.7634024,-0.153009207,0.140104146,-1.092110491,0.274784539,0.386962613
YNL057W,7.433809237,0.122803671,0.562159875,0.218449726,0.827078725,0.860060848
OCA2,467.7463018,0.161004166,0.154912924,1.039320422,0.29865574,0.407283411
POR1,1857.862519,0.092146639,0.139182744,0.662055053,0.50793594,0.588559079
VAC7,607.1628164,0.214083098,0.151620535,1.411966378,0.157959861,0.288009334
MSG5,460.7469986,0.105938803,0.126737321,0.835892715,0.403215261,0.499349901
COX5A,1593.363027,0.202708388,0.155365075,1.304723003,0.191987186,0.314580758
COG5,439.8799999,0.360317306,0.17398436,2.070975269,0.038361107,0.158058683
YNL050C,518.5292791,0.294173636,0.168511731,1.745716066,0.080860302,0.212184599
SFB2,1135.702208,0.310492074,0.150228164,2.066803367,0.038752686,0.158431709
ALG11,782.0311713,0.145934247,0.146671675,0.994972258,0.319749757,0.425231184
SLM2,426.4820492,0.194659336,0.140853103,1.382002466,0.166970944,0.293530153
YNL046W,366.6522903,-0.150321844,0.155535215,-0.966481088,0.333803506,0.436796676
LAP2,998.3001152,0.335637089,0.127220508,2.638231014,0.008333979,0.074109682
YIP3,596.5760666,-0.002406546,0.148983023,-0.016153158,0.987112205,0.99259902
YNL043C,15.06839275,1.160345941,0.450534887,2.575485218,0.010009955,0.08171514
YNL042W-B,5.441790058,-0.228076932,0.849170694,-0.268587851,0.788246863,
BOP3,221.4814926,0.363911802,0.164527785,2.211856201,0.026976602,0.133021052
COG6,907.6422013,0.228455415,0.149303602,1.530140013,0.125982076,0.256596308
YNL040W,630.5076455,0.175802556,0.165890519,1.059750474,0.289258134,0.400218771
BDP1,796.4450372,0.295230036,0.135096834,2.185321655,0.028865271,0.137147252
GPI15,326.4670996,0.33368181,0.157953648,2.112529945,0.03464102,0.151740402
IDH1,2121.506282,-0.673506677,0.144773912,-4.652127343,3.29e-06,0.000162551
NCE103,853.7763841,-0.42767437,0.146642871,-2.916434776,0.003540567,0.04609076
YNL035C,487.4733708,0.217406626,0.144258391,1.50706399,0.131794256,0.261407293
YNL034W,3.959524482,-0.221026088,0.75707361,-0.29194795,0.770326421,
YNL033W,2.16922062,-0.250995463,1.080282938,-0.232342337,0.816272132,
SIW14,688.8375518,0.365972744,0.154304042,2.371763826,0.017703403,0.10949252
HHT2,5123.281366,-0.805130225,0.141784578,-5.678545832,1.36e-08,1.09e-06
HHF2,4145.433464,-0.743447291,0.154821914,-4.801951288,1.57e-06,8.27e-05
KTR5,387.2546139,0.314929239,0.143244258,2.198547039,0.027910146,0.134476927
YNL028W,0.709351355,1.145248647,2.013990935,0.568646376,0.569596146,
CRZ1,729.4631444,0.220640988,0.144931133,1.52238504,0.127912631,0.257650042
SAM50,782.7876264,0.178601256,0.147129306,1.213906739,0.224783339,0.34265801
SSN8,310.4400929,0.153476978,0.14872121,1.031977741,0.302082545,0.410409729
KSH1,303.6631234,0.114579436,0.158284551,0.723882623,0.469137799,0.555272688
EFM6,130.6443147,0.150413991,0.189712993,0.792850234,0.427865085,0.519980862
FAP1,681.0138144,0.318353884,0.152322326,2.090001458,0.036617669,0.15495591
RCM1,638.1573686,0.241629649,0.152454783,1.584926656,0.112982999,0.24542536
HDA1,1041.670217,0.347303653,0.132114819,2.62880164,0.008568633,0.075157294
ARK1,404.9885875,0.310402855,0.148382373,2.091911915,0.036446396,0.154695091
YNL019C,2.174511263,-0.086418074,0.985099792,-0.087725198,0.930095092,
YNL018C,17.26596152,0.482368727,0.436064851,1.106185756,0.268646127,0.381682749
YNL017C,1.762927746,1.517358409,1.415688582,1.07181652,0.283802452,
PUB1,2124.355227,0.194882861,0.140791136,1.384198373,0.166297722,0.292702192
PBI2,133.0972686,-0.39327902,0.180946024,-2.173460414,0.029745682,0.139884447
HEF3,149.048888,0.524807935,0.172285271,3.046156709,0.00231787,0.034227773
YNL013C,0.376359862,2.073041031,2.829566752,0.732635492,0.463780778,
SPO1,94.27048916,0.134815484,0.20286785,0.664548298,0.506339448,0.587061699
YNL011C,316.7764892,0.29816823,0.153300996,1.944985603,0.051776711,0.176730767
PYP1,676.4373021,0.186022951,0.160255002,1.160793416,0.245725921,0.361317591
IDP3,93.70055671,0.710939354,0.21634633,3.286117006,0.001015788,0.019706347
ASI3,467.426116,0.236219422,0.136262543,1.733560936,0.082996017,0.215039581
SIS1,5822.741361,0.170415746,0.149748762,1.138011049,0.255115869,0.369493561
LST8,957.0994757,0.196225956,0.145849025,1.345404644,0.178494596,0.302720745
MRP7,1061.535747,0.202072816,0.149396017,1.352598418,0.176183958,0.301945989
HRB1,1818.20561,0.183366732,0.151176411,1.212932164,0.225155757,0.34309731
PET8,642.690294,0.195513228,0.149473354,1.308013915,0.19086859,0.313546613
RLP7,1824.190769,0.161504365,0.136042293,1.18716292,0.235163364,0.351772794
DOM34,786.3258949,0.209577441,0.141278062,1.483439381,0.137957711,0.267909154
CIT1,2574.847031,0.06566207,0.136994281,0.479305194,0.631721528,0.697508282
YNR001W-A,0.445041018,1.177592739,2.609084125,0.451343338,0.651742114,
ATO2,50.99100359,0.688170868,0.26291178,2.617497277,0.00885772,0.076060826
RPC34,479.2588364,0.2375779,0.149421642,1.589983198,0.111838592,0.244655552
YNR003W-A,0.551838126,1.15153581,2.15052631,0.535466971,0.592326991,
SWM2,76.82304973,0.117502476,0.248349822,0.473132918,0.636118353,0.701105626
YNR005C,0.386483906,0.0,2.890639238,0.0,1.0,
VPS27,971.3739836,0.240646986,0.143594046,1.675884158,0.093760885,0.225842455
ATG3,406.2724652,0.34438641,0.13589206,2.534264398,0.011268367,0.08605026
LRO1,872.1553227,0.300593994,0.143753281,2.091040934,0.036524395,0.154894492
NRM1,414.0736889,-0.223499035,0.153244133,-1.458450844,0.144716315,0.273903243
CSE2,173.9349373,0.370537803,0.201147593,1.842119003,0.065457745,0.193285485
PRP2,553.8017232,0.363929133,0.133017091,2.735957692,0.006219902,0.064413263
URK1,536.3593956,0.24369598,0.149368376,1.631509877,0.102782777,0.235460822
PHO91,1368.225149,0.319271391,0.136449381,2.33985225,0.01929137,0.114428849
YNR014W,40.23345381,0.454189364,0.329246624,1.379480703,0.167746592,0.294256687
SMM1,549.4081066,0.485766519,0.140063848,3.468179157,0.000523998,0.012039017
TIM23,1045.878993,0.183608691,0.154724464,1.186681705,0.235353194,0.351866848
RCF2,661.1924738,0.343830959,0.168358922,2.042249709,0.041126768,0.162504055
ARE2,2697.385724,-0.936731548,0.136689893,-6.85296862,7.23e-12,9.31e-10
ATP23,348.1364459,0.275392204,0.149184884,1.845979267,0.064895216,0.192317843
YNR021W,959.2599752,0.150823393,0.138510206,1.088897324,0.276199167,0.388369438
MRPL50,397.9679058,0.200810261,0.151156293,1.328494217,0.184014893,0.30741145
SNF12,504.7031515,0.203766926,0.141023256,1.444917187,0.148481148,0.277993974
MPP6,305.0582954,0.262738085,0.179924137,1.460271473,0.144215479,0.273456733
YNR025C,25.30627553,0.533965061,0.349337749,1.528506618,0.126386802,0.256596308
SEC12,864.7298337,0.350145955,0.137443344,2.547565734,0.010847741,0.084747065
BUD17,478.2077003,0.352497655,0.158933139,2.217899031,0.026561718,0.132346801
CPR8,505.5894724,0.309041686,0.146058864,2.115870802,0.034355797,0.15112896
YNR029C,507.264592,0.27291636,0.153278256,1.780528873,0.074989448,0.206048375
ALG12,958.8244514,0.251523789,0.145627872,1.727167921,0.08413751,0.216092301
SSK2,1034.028807,0.218961161,0.125684931,1.742143295,0.081483373,0.212671707
PPG1,538.6856301,0.164861163,0.158713638,1.038733436,0.298928726,0.407367796
HUB1,89.62309093,0.024596572,0.224152782,0.109731283,0.91262249,0.930955347
ABZ1,1032.967354,0.378244611,0.149583984,2.528643777,0.011450418,0.086283767
SOL1,650.396289,0.463874631,0.132380873,3.504091038,0.000458169,0.010960077
EGO4,20.65271065,0.589401153,0.361940306,1.628448513,0.103429818,0.235806156
ARC35,1040.39496,0.145145216,0.140058425,1.036319063,0.300053315,0.40841962
MRPS12,610.083799,0.152158541,0.172028708,0.884495054,0.376429031,0.476628973
RSM19,186.6180101,0.228247543,0.163615586,1.395023226,0.163008836,0.290118685
DBP6,870.4677063,0.198978538,0.136804506,1.454473573,0.145815055,0.275317467
ZRG17,696.5933501,0.245074571,0.133042346,1.842079439,0.065463531,0.193285485
MRX15,336.8987216,0.215847914,0.143295065,1.506317847,0.131985599,0.261523373
COQ2,620.6262028,0.30578267,0.156290032,1.956507815,0.050405363,0.175654864
YNR042W,2.10570652,-0.787170755,1.246463041,-0.631523542,0.527698261,
MVD1,2449.926611,-0.174151229,0.14935848,-1.165994919,0.2436165,0.359494243
AGA1,791.1206155,-0.316731713,0.177546195,-1.783939739,0.074433458,0.20509057
PET494,439.6261209,0.322726003,0.136974646,2.356100283,0.018467931,0.111443852
TRM112,492.4806141,0.229666745,0.138606999,1.656963542,0.097526846,0.230442005
FPK1,1137.1087,0.208228156,0.131864904,1.579102167,0.114312625,0.246677288
YNR048W,275.9327864,0.167028025,0.154288587,1.082568893,0.278999821,0.390418006
MSO1,338.9225073,0.277907102,0.171080994,1.624418322,0.104286559,0.235875859
LYS9,850.4844982,-0.11118188,0.158983301,-0.699330551,0.484345478,0.568506888
BRE5,1367.630181,0.308772235,0.15122945,2.041746728,0.041176661,0.162504055
POP2,1329.766027,0.222385215,0.144459388,1.539430687,0.123699187,0.255472828
NOG2,2299.218457,0.111932335,0.132563324,0.844368807,0.398463347,0.495745609
ESF2,551.4829519,0.252525604,0.159684078,1.581407534,0.113784886,0.246438239
HOL1,1048.620832,0.187544013,0.144107925,1.3014136,0.193116921,0.315541463
BIO5,7.621187863,0.763153997,0.572965368,1.33193739,0.182880763,0.306513242
BIO4,46.81136318,0.316871136,0.292295273,1.084078894,0.27832982,0.39012944
BIO3,82.81006174,0.575384583,0.21059251,2.732217698,0.006290956,0.064482161
MNT4,252.0904694,0.227202096,0.1574977,1.442574057,0.149140496,0.278418036
FRE4,304.4120051,-0.555411102,0.166500766,-3.33578707,0.000850583,0.017338113
YNR061C,417.8937341,0.266726994,0.131706614,2.02516021,0.042850916,0.164421687
PUL3,10.96546027,1.186130617,0.528409947,2.24471667,0.024786327,0.12791928
PUL4,177.2219415,0.41541798,0.161024045,2.579850611,0.009884306,0.080998935
YNR064C,17.64551405,1.257146324,0.382628616,3.285552286,0.001017826,0.019706347
YNR065C,528.3513548,0.107259614,0.162607309,0.659623575,0.509495422,0.589893799
YNR066C,561.2773749,-0.050539102,0.15481716,-0.326443802,0.744088602,0.792845374
DSE4,2038.66578,-1.291832339,0.157360428,-8.209385005,2.22e-16,5.85e-14
YNR068C,89.24311453,0.299453271,0.233611402,1.281843563,0.199897529,0.320733591
BSC5,292.7889529,0.503737071,0.173595689,2.901783297,0.003710451,0.047208355
PDR18,0.678728154,-0.665564245,2.220041396,-0.299798123,0.764331147,
YNR071C,0.0,,,,,
HXT17,0.0,,,,,
MAN2,0.109935048,1.177575978,5.939150372,0.198273474,0.842831104,
AIF1,0.0,,,,,
COS10,315.2358509,0.252813001,0.156651051,1.61386087,0.106557608,0.238908595
YNR075C-A,0.0,,,,,
PAU6,0.111517961,0.0,6.006310083,0.0,1.0,
YNR077C,0.0,,,,,
FMP40,191.7940944,0.300404568,0.162741333,1.845902099,0.064906422,0.192317843
RAD53,430.488448,0.328105609,0.139203845,2.357015408,0.018422482,0.111323331
SEC16,1498.378697,0.212422092,0.152517957,1.392767745,0.163690035,0.290597388
SWI1,324.747889,0.389154083,0.157710424,2.467522899,0.013605152,0.093650683
THP3,861.5589314,0.290375375,0.143047934,2.0299166,0.042365017,0.16409036
YPR123C,3.958713384,1.183681829,0.755876536,1.565972446,0.117355068,
CTR1,897.4179476,-0.565395504,0.203676019,-2.775955201,0.005503979,0.060690544
RPC82,928.8466821,0.323872312,0.14139539,2.290543651,0.021989821,0.12066263
YRF1-7,1.727704802,-1.106532453,1.175636431,-0.941219942,0.346592159,
YPL283W-B,0.0,,,,,
YPL283W-A,0.0,,,,,
PAU22,0.0,,,,,
ERR2,0.0,,,,,
HSP32,0.888654168,0.521120809,1.569500955,0.332029622,0.739866891,
FEX2,78.61412723,0.219004894,0.203249316,1.077518481,0.281248699,0.392486072
YPL278C,12.43259054,0.14497438,0.431526408,0.335957146,0.736903183,0.787394253
YPL277C,60.70649585,0.246646294,0.235242599,1.04847632,0.294419207,0.404459608
SAM3,930.7023572,0.024034428,0.124447319,0.193129336,0.846857679,0.877790349
SAM4,1726.103982,0.383730527,0.152894461,2.5097739,0.012080849,0.088638824
PBI1,45.8815502,0.408767823,0.278145845,1.469616861,0.141665551,0.271826939
ATP15,390.1484764,0.140454798,0.166117559,0.845514462,0.397823662,0.495331763
MDL2,811.9125765,0.331378406,0.14493268,2.28642985,0.022229124,0.12083042
KAR9,252.2214273,0.063448402,0.173170413,0.366392856,0.71407195,0.768643086
PLC1,558.2007706,0.313250838,0.138744696,2.257749999,0.02396125,0.126216266
ACM1,192.474922,0.177465844,0.149632145,1.186014174,0.235616702,0.351866848
DIM1,582.0083495,0.140155017,0.151540915,0.924865847,0.355035694,0.455317153
DIP5,2680.687719,0.242516604,0.125843631,1.927126562,0.053963859,0.179703802
YPL264C,163.9850213,0.385279937,0.192691754,1.999462506,0.045558335,0.168954004
KEL3,845.0696477,0.199675168,0.156243663,1.277972911,0.201258978,0.322114521
FUM1,982.2935085,0.166841126,0.143301891,1.164263256,0.244317343,0.360069525
YPL261C,2.089786885,-1.24153071,1.237462079,-1.003287884,0.31572198,
CUB1,1851.880505,0.189596712,0.141563251,1.339307414,0.180470616,0.304329609
APM1,772.0492211,0.209736991,0.125577254,1.670182968,0.094883169,0.226880902
THI21,109.412388,0.251767634,0.183109978,1.374953108,0.169145983,0.29520232
YPL257W,84.92326966,0.146220195,0.20024062,0.730222445,0.465254225,0.55225686
CLN2,1308.136101,-0.472872497,0.141131464,-3.350581682,0.00080642,0.016674206
BBP1,379.8553528,0.139953676,0.14256662,0.981672122,0.326261404,0.430332027
HFI1,600.0040422,0.273206826,0.150985007,1.809496402,0.070373919,0.199231828
VIK1,276.2178402,0.066402981,0.138694306,0.47877222,0.632100681,0.697604787
YAH1,459.789852,0.399696738,0.176778598,2.261001861,0.023759142,0.125723649
YPL251W,2.426636401,1.984916097,1.102769526,1.799937385,0.071870526,
ATG41,859.8558879,-0.347526693,0.15231118,-2.281688672,0.022507727,0.121659415
RPL36B,1539.987859,-0.097142982,0.189838544,-0.511713694,0.608851401,0.678076329
YPL250W-A,3.825306783,0.627515311,0.935529905,0.670759222,0.502373929,
GYP5,706.7986589,0.377908494,0.143640367,2.630935164,0.008515028,0.074914128
GAL4,127.5340868,0.744201715,0.186223118,3.996290697,6.43e-05,0.002257454
YPL247C,375.0002997,0.286819398,0.143564998,1.997836534,0.045734385,0.16917339
RBD2,844.5059624,0.21867381,0.15588916,1.402751861,0.160690846,0.289560764
YPL245W,324.8670386,0.395656676,0.172900869,2.288344058,0.022117493,0.12083042
HUT1,493.3969665,0.129530217,0.139537414,0.928283052,0.353260763,0.453442696
SRP68,2059.592037,0.179520924,0.137197529,1.308485109,0.190708822,0.313462059
IQG1,1189.876513,0.20084653,0.137095166,1.465015404,0.142916715,0.272634721
CIN2,120.9939708,0.295081499,0.193406411,1.525706916,0.127082871,0.256653745
HSP82,10535.46861,-0.270788562,0.154162402,-1.756514944,0.079000522,0.210558942
YAR1,908.2093846,0.164784691,0.145452235,1.132912748,0.257250896,0.371759673
YPL238C,3.775906039,0.382025949,0.811404899,0.470820363,0.637769022,
SUI3,1880.520598,0.089845507,0.15565983,0.577191346,0.563810202,0.638602477
ENV7,326.7630048,0.250297032,0.142612676,1.755082637,0.079245174,0.210755933
RVB2,1495.550909,0.122108155,0.147726367,0.82658335,0.408473258,0.503760479
VMA11,620.559954,0.047273154,0.142411847,0.33194678,0.739929446,0.789862115
NSL1,260.8023485,0.26537773,0.179085522,1.481849159,0.138380435,0.268280087
SSO1,945.1048946,0.190076026,0.146420671,1.298150217,0.194235721,0.316493501
FAS2,6858.140777,-0.394605639,0.148233644,-2.662051813,0.007766592,0.07144168
USV1,104.9363442,0.682700174,0.174737822,3.90699715,9.35e-05,0.00307377
YPL229W,288.6108274,0.253343336,0.127944661,1.980100877,0.047692195,0.172136697
CET1,888.2907241,0.268289317,0.137656932,1.948970625,0.051298933,0.176430599
ALG5,582.1275908,0.140428771,0.150484199,0.933179506,0.350727294,0.451291466
